2.05531	2.14277	2.01507
2.0411	-0.45459	1.5709
-0.41163	-0.049653	-0.46448
-0.11539	0.11472	0.070232
0.19802	-0.069427	0.028843
-0.1262	0.014493	-0.043875
0.032502	0.016819	0.028408
0.022615	-0.022101	-0.0071467
-0.03359	0.013772	-0.0055119
0.02141	-0.0039962	0.0079769
-0.006271	-0.0015412	-0.0050104
-0.0024399	0.0027535	0.00142
0.0040533	-0.0027889	5.8997e-05
-0.0039387	0.00070232	-0.0017627
0.0010216	0.00030054	0.00091316
0.00047777	-0.00048331	-0.00022368
-0.00077049	0.00030043	-0.00011544
0.00048679	-7.7443e-05	0.00018053
-0.00013195	-4.6901e-05	-0.00011314
-6.9295e-05	7.0475e-05	2.9944e-05
0.00011003	-4.4076e-05	1.661e-05
-6.997e-05	1.2036e-05	-2.5899e-05
1.9693e-05	5.9549e-06	1.6324e-05
9.0055e-06	-9.6049e-06	-4.5026e-06
-1.5101e-05	6.094e-06	-2.1497e-06
9.7264e-06	-1.685e-06	3.5487e-06
-2.7838e-06	-8.1942e-07	-2.2694e-06
-1.2239e-06	1.3393e-06	6.3931e-07
2.0985e-06	-8.5707e-07	2.9036e-07
-1.3648e-06	2.4288e-07	-4.9238e-07
3.9964e-07	1.0942e-07	3.1856e-07
1.6328e-07	-1.8521e-07	-9.2226e-08
-2.9023e-07	1.1984e-07	-3.8477e-08
1.9086e-07	-3.4663e-08	6.7989e-08
-5.7052e-08	-1.4717e-08	-4.456e-08
-2.1848e-08	2.567e-08	1.3221e-08
4.0184e-08	-1.6784e-08	5.1127e-09
-2.6715e-08	4.9596e-09	-9.3975e-09
8.1538e-09	1.9686e-09	6.238e-09
2.9103e-09	-3.5537e-09	-1.8968e-09
