6.88348	0.253465	4.77481
0.016796	-0.01257	0.0017752
-0.00092094	0.00062002	-0.00015378
4.9837e-05	-3.0381e-05	1.1552e-05
-2.6608e-06	1.4772e-06	-7.9065e-07
1.4016e-07	-7.1198e-08	5.0677e-08
-7.2846e-09	3.3985e-09	-3.0923e-09
3.5566e-10	-1.6134e-10	1.6458e-10
-1.8901e-11	7.5333e-12	-1.0277e-11
9.4511e-13	-3.4714e-13	5.6956e-13
-4.6647e-14	1.5759e-14	-3.0835e-14
2.272e-15	-7.0327e-16	1.6347e-15
-1.0915e-16	3.0759e-17	-8.4999e-17
5.1694e-18	-1.3129e-18	4.3401e-18
-2.411e-19	5.4337e-20	-2.1775e-19
1.106e-20	-2.1585e-21	1.0737e-20
-4.9797e-22	8.0814e-23	-5.2014e-22
2.1949e-23	-2.7476e-24	2.474e-23
-9.4331e-25	7.6861e-26	-1.1537e-24
3.929e-26	-1.0688e-27	5.2641e-26
-1.5706e-27	-7.0748e-29	-2.342e-27
5.9235e-29	8.9422e-30	1.0107e-28
-2.0358e-30	-6.7416e-31	-4.1951e-30
5.8321e-32	4.2805e-32	1.6502e-31
-9.2303e-34	-2.48e-33	-5.9745e-33
-4.2949e-35	1.3525e-34	1.8537e-34
6.0034e-36	-7.0449e-36	-3.7498e-36
-4.5987e-37	3.5302e-37	-7.4819e-38
2.9229e-38	-1.7069e-38	1.59e-38
-1.6775e-39	7.9644e-40	-1.3392e-39
9.0492e-41	-3.574e-41	9.0892e-41
-4.637e-42	1.531e-42	-5.5466e-42
2.2703e-43	-6.1676e-44	3.1692e-43
-1.0624e-44	2.264e-45	-1.7274e-44
4.7283e-46	-6.9821e-47	9.0686e-46
-1.9759e-47	1.2729e-48	-4.6094e-47
7.5349e-49	4.6262e-50	2.2736e-48
-2.4356e-50	-7.5943e-51	-1.0886e-49
4.9446e-52	6.2542e-52	5.0502e-51
1.3212e-53	-4.2291e-53	-2.26e-52
