5.69515	0.936504	4.41074
0.33261	-0.15501	0.15408
-0.062886	0.022601	-0.040221
0.010259	-0.0028071	0.0081701
-0.0014442	0.00027323	-0.0013599
0.00017208	-1.4769e-05	0.000184
-1.6608e-05	-1.2901e-06	-1.8499e-05
1.2254e-06	5.1033e-07	8.1376e-07
-9.1314e-08	-8.2139e-08	1.6781e-07
5.7669e-08	1.5976e-08	-1.2833e-08
-5.1198e-09	-1.8331e-09	7.8658e-09
1.5707e-09	3.3884e-10	-2.1387e-10
-3.1155e-10	-1.1403e-10	-2.3893e-10
3.4615e-11	3.8968e-11	8.5992e-11
3.0055e-12	-1.1319e-11	-1.9246e-11
-2.9853e-12	2.8166e-12	3.1762e-12
1.0435e-12	-6.1473e-13	-3.5255e-13
-2.7441e-13	1.1937e-13	2.8185e-15
6.1172e-14	-2.0705e-14	1.1596e-14
-1.2181e-14	3.1572e-15	-4.0866e-15
2.1986e-15	-4.0184e-16	9.9283e-16
-3.6184e-16	3.4814e-17	-2.0043e-16
5.3978e-17	1.0557e-18	3.559e-17
-7.1018e-18	-1.4863e-18	-5.6995e-18
7.5125e-19	4.8171e-19	8.3475e-19
1.1519e-19	-9.1199e-20	-1.1955e-20
-3.7421e-22	2.1965e-20	1.8268e-20
3.095e-21	-4.8738e-21	-2.6421e-21
-1.1377e-21	1.0261e-21	3.5651e-22
3.1506e-22	-2.0704e-22	-3.7318e-23
-7.6964e-23	4.0079e-23	1.886e-25
1.7359e-23	-7.4129e-24	1.5015e-24
-3.6642e-24	1.3012e-24	-5.9296e-25
7.3492e-25	-2.1329e-25	1.7285e-25
-1.3963e-25	3.1741e-26	-4.2971e-26
2.5068e-26	-4.0084e-27	9.6217e-27
-4.2219e-27	3.3409e-28	-1.987e-27
6.5626e-28	2.081e-29	3.8294e-28
-9.0677e-29	-1.9566e-29	-6.9216e-29
9.9943e-30	6.4387e-30	1.1726e-29
